"";"user_id";"reading_index";"part_id";"duration"
"24278";"User_1365";"21";1057141;NA
"24639";"User_1365";"22";1057023;1
"24640";"User_1365";"23";1056980;NA
"24655";"User_1365";"24";1057179;611
"24657";"User_1365";"25";1057199;456
"24658";"User_1365";"26";1057253;232
"24659";"User_1365";"27";1057300;NA
"24713";"User_1365";"28";1057253;168
"24714";"User_1365";"29";1057300;561
"18200";"User_1365";"3";1056865;103
"24715";"User_1365";"30";1057363;439
"24716";"User_1365";"31";1057409;722
"24717";"User_1365";"32";1057443;885
"24718";"User_1365";"33";1057502;450
"24719";"User_1365";"34";1057569;626
"24720";"User_1365";"35";1057615;1460
"24721";"User_1365";"36";1057671;233
"24722";"User_1365";"37";1057759;1583
"24723";"User_1365";"38";1057824;NA
"24996";"User_1365";"39";1057569;569
"18201";"User_1365";"4";1056980;2
"24997";"User_1365";"40";1057615;666
"24998";"User_1365";"41";1056909;5
"24999";"User_1365";"42";1056928;4
"25000";"User_1365";"43";1056945;252
"25001";"User_1365";"44";1056955;63
"25004";"User_1365";"45";1057569;4
"25005";"User_1365";"46";1057615;214
"25006";"User_1365";"47";1057671;6
"25007";"User_1365";"48";1057759;NA
"25062";"User_1365";"49";1057824;NA
"18202";"User_1365";"5";1057023;26
"25089";"User_1365";"50";1059094;249
"25090";"User_1365";"51";1059159;2255
"25095";"User_1365";"52";1056980;NA
"18203";"User_1365";"6";1057074;NA
"19030";"User_1365";"7";1056764;9
"19031";"User_1365";"8";1056793;3
"19032";"User_1365";"9";1056865;NA
"18217";"User_1366";"1";1057300;0
"18234";"User_1366";"10";1056909;NA
"18685";"User_1366";"11";1056909;586
"18687";"User_1366";"12";1056928;1
"18688";"User_1366";"13";1056945;1
"18689";"User_1366";"14";1056955;NA
"18710";"User_1366";"15";1056980;0
"18711";"User_1366";"16";1057023;0
"18712";"User_1366";"17";1057074;NA
"18750";"User_1366";"18";1057141;NA
"19070";"User_1366";"19";1056980;NA
"18218";"User_1366";"2";1057363;1
"24853";"User_1366";"20";1057253;3
"24854";"User_1366";"21";1057300;1
"24855";"User_1366";"22";1057363;NA
"18219";"User_1366";"3";1057253;NA
"18222";"User_1366";"4";1056764;0
"18223";"User_1366";"5";1056793;1
"18224";"User_1366";"6";1056865;NA
"18231";"User_1366";"7";1056764;1
"18232";"User_1366";"8";1056793;1
"18233";"User_1366";"9";1056865;11
"18225";"User_1367";"1";1056764;15
"18226";"User_1367";"2";1056793;8
"18227";"User_1367";"3";1056865;NA
"18228";"User_1368";"1";1056764;88
"18241";"User_1368";"10";1057074;39
"18242";"User_1368";"11";1057141;NA
"18653";"User_1368";"12";1056980;54
"18654";"User_1368";"13";1057023;373
"18655";"User_1368";"14";1057074;380
"18656";"User_1368";"15";1057141;211
"18657";"User_1368";"16";1057179;64
"18658";"User_1368";"17";1057199;67
"18659";"User_1368";"18";1057253;78
"18660";"User_1368";"19";1057300;81
"18229";"User_1368";"2";1056793;87
"18661";"User_1368";"20";1057363;120
"18662";"User_1368";"21";1057409;77
"18663";"User_1368";"22";1057443;29
"18664";"User_1368";"23";1057502;27
"18665";"User_1368";"24";1057569;4
"18666";"User_1368";"25";1057615;31
"18667";"User_1368";"26";1057671;121
"18668";"User_1368";"27";1057759;49
"18669";"User_1368";"28";1057824;60
"18670";"User_1368";"29";1059094;4
"18230";"User_1368";"3";1056865;112
"18671";"User_1368";"30";1059159;NA
"18235";"User_1368";"4";1056909;53
"18236";"User_1368";"5";1056928;5
"18237";"User_1368";"6";1056945;8
"18238";"User_1368";"7";1056955;62
"18239";"User_1368";"8";1056980;3
"18240";"User_1368";"9";1057023;687
"18250";"User_1369";"1";1057671;1
"18251";"User_1369";"2";1057759;1
"18252";"User_1369";"3";1057824;NA
"1058";"User_137";"1";1057253;3
"17081";"User_137";"10";1056980;1
"17082";"User_137";"11";1057023;1
"17083";"User_137";"12";1057074;1
"17084";"User_137";"13";1057141;304
"17085";"User_137";"14";1057141;1
"17086";"User_137";"15";1057074;1
"17087";"User_137";"16";1057023;1
"17088";"User_137";"17";1056980;2113
"17089";"User_137";"18";1057179;1
"17090";"User_137";"19";1057199;NA
"1059";"User_137";"2";1057300;NA
"17294";"User_137";"20";1056909;15
"17295";"User_137";"21";1056945;1
"17297";"User_137";"22";1056928;698
"17303";"User_137";"23";1056955;NA
"17421";"User_137";"24";1057141;7
"17422";"User_137";"25";1057074;8
"17423";"User_137";"26";1056980;1
"17424";"User_137";"27";1057023;2
"17425";"User_137";"28";1057074;1
"17426";"User_137";"29";1057141;NA
"17071";"User_137";"3";1056764;1
"17591";"User_137";"30";1056980;2
"17592";"User_137";"31";1057023;730
"17605";"User_137";"32";1057074;NA
"17675";"User_137";"33";1057199;1
"17676";"User_137";"34";1057179;239
"17678";"User_137";"35";1057253;1
"17679";"User_137";"36";1057300;1
"17680";"User_137";"37";1057363;303
"17688";"User_137";"38";1057409;1
"17689";"User_137";"39";1057443;1
"17072";"User_137";"4";1056793;1
"17690";"User_137";"40";1057502;362
"17694";"User_137";"41";1057569;1
"17695";"User_137";"42";1057615;10
"17696";"User_137";"43";1057671;1
"17697";"User_137";"44";1057759;1
"17698";"User_137";"45";1057824;12
"17699";"User_137";"46";1059159;1
"17700";"User_137";"47";1059094;NA
"17731";"User_137";"48";1057759;1
"17732";"User_137";"49";1057671;1
"17073";"User_137";"5";1056865;467
"17733";"User_137";"50";1057824;NA
"17887";"User_137";"51";1056980;2
"17888";"User_137";"52";1057023;NA
"17909";"User_137";"53";1057141;979
"17923";"User_137";"54";1057179;1
"17924";"User_137";"55";1057199;NA
"18253";"User_137";"56";1056980;1
"18254";"User_137";"57";1057023;1
"18255";"User_137";"58";1057074;1
"18256";"User_137";"59";1057141;NA
"17077";"User_137";"6";1056928;1
"17078";"User_137";"7";1056909;1
"17079";"User_137";"8";1056955;1
"17080";"User_137";"9";1056945;162
"18262";"User_1370";"1";1057179;45
"18401";"User_1370";"10";1057671;613
"18411";"User_1370";"11";1057759;1601
"18458";"User_1370";"12";1057824;809
"18465";"User_1370";"13";1059094;28
"18466";"User_1370";"14";1059159;109
"18467";"User_1370";"15";1057671;2
"18468";"User_1370";"16";1057759;1
"18469";"User_1370";"17";1057824;6
"18470";"User_1370";"18";1057569;2
"18471";"User_1370";"19";1057615;6
"18263";"User_1370";"2";1057199;NA
"18472";"User_1370";"20";1057409;2
"18473";"User_1370";"21";1057443;2
"18474";"User_1370";"22";1057502;2
"18475";"User_1370";"23";1057253;2
"18476";"User_1370";"24";1057300;1
"18477";"User_1370";"25";1057363;5
"18478";"User_1370";"26";1057179;2
"18479";"User_1370";"27";1057199;2
"18480";"User_1370";"28";1056980;2
"18481";"User_1370";"29";1057023;1
"18274";"User_1370";"3";1057253;295
"18482";"User_1370";"30";1057074;1
"18483";"User_1370";"31";1057141;4
"18484";"User_1370";"32";1056909;2
"18485";"User_1370";"33";1056928;1
"18486";"User_1370";"34";1056945;1
"18487";"User_1370";"35";1056955;5
"18488";"User_1370";"36";1056764;2
"18489";"User_1370";"37";1056793;1
"18490";"User_1370";"38";1056865;NA
"19684";"User_1370";"39";1057409;NA
"18287";"User_1370";"4";1057300;NA
"18377";"User_1370";"5";1057409;999
"18387";"User_1370";"6";1057443;686
"18392";"User_1370";"7";1057502;994
"18399";"User_1370";"8";1057569;496
"18400";"User_1370";"9";1057615;433
"18265";"User_1371";"1";1056865;1
"18266";"User_1371";"2";1056793;1
"18267";"User_1371";"3";1056764;NA
"18268";"User_1372";"1";1056764;NA
"19966";"User_1372";"10";1057502;15
"19967";"User_1372";"11";1056764;5
"19968";"User_1372";"12";1056793;4
"19969";"User_1372";"13";1056865;19
"19970";"User_1372";"14";1056909;8
"19971";"User_1372";"15";1056928;6
"19972";"User_1372";"16";1056945;2
"19973";"User_1372";"17";1056955;24
"19974";"User_1372";"18";1056980;2
"19975";"User_1372";"19";1057023;6
"18328";"User_1372";"2";1057671;2
"19976";"User_1372";"20";1057074;2
"19977";"User_1372";"21";1057141;50
"19978";"User_1372";"22";1057179;34
"19980";"User_1372";"23";1057179;1
"19981";"User_1372";"24";1057199;7
"19982";"User_1372";"25";1057253;19
"19983";"User_1372";"26";1057300;1
"19984";"User_1372";"27";1057363;NA
"18329";"User_1372";"3";1057759;319
"18333";"User_1372";"4";1057824;NA
"19961";"User_1372";"5";1057409;839
"19962";"User_1372";"6";1057443;4
"19963";"User_1372";"7";1057502;1758
"19964";"User_1372";"8";1057409;2
"19965";"User_1372";"9";1057443;1
"18272";"User_1373";"1";1056764;196
"18323";"User_1373";"10";1057569;17
"18325";"User_1373";"11";1057615;396
"18334";"User_1373";"12";1057179;19
"18335";"User_1373";"13";1057199;56
"18336";"User_1373";"14";1057253;1
"18337";"User_1373";"15";1057300;3
"18338";"User_1373";"16";1057363;51
"18339";"User_1373";"17";1057409;2
"18340";"User_1373";"18";1057443;1
"18341";"User_1373";"19";1057502;487
"18275";"User_1373";"2";1056909;2
"18345";"User_1373";"20";1057671;2
"18346";"User_1373";"21";1057759;6
"18347";"User_1373";"22";1057824;188
"18350";"User_1373";"23";1059094;7
"18351";"User_1373";"24";1059159;NA
"18276";"User_1373";"3";1056928;6
"18278";"User_1373";"4";1056945;1
"18279";"User_1373";"5";1056955;74
"18280";"User_1373";"6";1056980;3
"18281";"User_1373";"7";1057023;1
"18282";"User_1373";"8";1057074;1
"18283";"User_1373";"9";1057141;1464
"18273";"User_1374";"1";1056764;NA
"18284";"User_1375";"1";1056764;2
"18285";"User_1375";"2";1056793;12
"18286";"User_1375";"3";1056865;NA
"18296";"User_1376";"1";1057253;5
"18297";"User_1376";"2";1057300;54
"18298";"User_1376";"3";1056909;6
"18299";"User_1376";"4";1056928;3
"18300";"User_1376";"5";1056945;14
"18301";"User_1376";"6";1056955;NA
"18344";"User_1377";"1";1056764;164
"18348";"User_1377";"2";1056793;27
"18349";"User_1377";"3";1056865;NA
"18388";"User_1378";"1";1057253;5
"18389";"User_1378";"2";1057300;59
"18390";"User_1378";"3";1057363;NA
"18396";"User_1379";"1";1056764;1
"18397";"User_1379";"2";1056793;3
"18398";"User_1379";"3";1056865;NA
"1060";"User_138";"1";1056764;NA
"18406";"User_1380";"1";1056764;70
"18423";"User_1380";"10";1057074;140
"18429";"User_1380";"11";1057141;89
"18430";"User_1380";"12";1057179;6
"18431";"User_1380";"13";1057199;9
"18432";"User_1380";"14";1057253;7
"18433";"User_1380";"15";1057300;11
"18434";"User_1380";"16";1057363;14
"18435";"User_1380";"17";1057409;1
"18437";"User_1380";"18";1057443;1
"18438";"User_1380";"19";1057502;7
"18407";"User_1380";"2";1056793;6
"18439";"User_1380";"20";1057569;27
"18440";"User_1380";"21";1057615;7
"18441";"User_1380";"22";1057671;13
"18442";"User_1380";"23";1057759;8
"18443";"User_1380";"24";1057824;15
"18444";"User_1380";"25";1059094;1
"18445";"User_1380";"26";1059159;35
"18447";"User_1380";"27";1057671;7
"18449";"User_1380";"28";1057502;1
"18450";"User_1380";"29";1057443;1
"18408";"User_1380";"3";1056865;236
"18451";"User_1380";"30";1057409;7
"18453";"User_1380";"31";1057253;2
"18454";"User_1380";"32";1057363;NA
"18412";"User_1380";"4";1056909;4
"18413";"User_1380";"5";1056928;1
"18414";"User_1380";"6";1056945;1
"18415";"User_1380";"7";1056955;18
"18416";"User_1380";"8";1056980;35
"18417";"User_1380";"9";1057023;147
"18436";"User_1381";"1";1056764;105
"18446";"User_1381";"2";1056793;82
"18455";"User_1381";"3";1056865;NA
"18523";"User_1382";"1";1056865;1
"18532";"User_1382";"10";1056955;56
"18533";"User_1382";"11";1056980;1
"18534";"User_1382";"12";1057023;1
"18535";"User_1382";"13";1057074;1
"18536";"User_1382";"14";1057141;NA
"20652";"User_1382";"15";1056980;1
"20653";"User_1382";"16";1057023;1
"20654";"User_1382";"17";1057074;2
"20655";"User_1382";"18";1057141;NA
"21152";"User_1382";"19";1057141;1
"18524";"User_1382";"2";1056793;2
"21153";"User_1382";"20";1057074;1
"21154";"User_1382";"21";1057023;1
"21155";"User_1382";"22";1056980;81
"21156";"User_1382";"23";1057179;3
"21157";"User_1382";"24";1057199;312
"21158";"User_1382";"25";1057253;1
"21159";"User_1382";"26";1057300;1
"21160";"User_1382";"27";1057363;NA
"18525";"User_1382";"3";1056764;18
"18526";"User_1382";"4";1056865;2
"18527";"User_1382";"5";1056764;0
"18528";"User_1382";"6";1056793;7
"18529";"User_1382";"7";1056928;2
"18530";"User_1382";"8";1056909;1
"18531";"User_1382";"9";1056945;1
"18538";"User_1383";"1";1057569;15
"18539";"User_1383";"2";1057615;NA
"18580";"User_1384";"1";1056764;122
"18611";"User_1384";"10";1057074;679
"18612";"User_1384";"11";1057141;2525
"18613";"User_1384";"12";1057179;1394
"18614";"User_1384";"13";1057199;132
"18615";"User_1384";"14";1057253;393
"18619";"User_1384";"15";1057300;347
"18620";"User_1384";"16";1057363;NA
"18678";"User_1384";"17";1057253;NA
"19779";"User_1384";"18";1057253;NA
"21151";"User_1384";"19";1057253;NA
"18581";"User_1384";"2";1056793;94
"21192";"User_1384";"20";1057253;NA
"18589";"User_1384";"3";1056865;256
"18590";"User_1384";"4";1056909;25
"18591";"User_1384";"5";1056945;1
"18592";"User_1384";"6";1056928;385
"18593";"User_1384";"7";1056955;259
"18597";"User_1384";"8";1056980;1094
"18609";"User_1384";"9";1057023;663
"18594";"User_1385";"1";1056764;2
"18595";"User_1385";"2";1056793;34
"18596";"User_1385";"3";1056865;509
"18599";"User_1385";"4";1056764;116
"18603";"User_1385";"5";1056793;14
"18605";"User_1385";"6";1056865;NA
"22507";"User_1385";"7";1056980;58
"22508";"User_1385";"8";1057023;NA
"18623";"User_1386";"1";1056764;1
"18634";"User_1386";"10";1056945;1
"18635";"User_1386";"11";1056955;NA
"18624";"User_1386";"2";1056793;1
"18625";"User_1386";"3";1056865;887
"18628";"User_1386";"4";1056909;19
"18629";"User_1386";"5";1057671;1
"18630";"User_1386";"6";1057759;1
"18631";"User_1386";"7";1057824;94
"18632";"User_1386";"8";1056909;13
"18633";"User_1386";"9";1056928;1
"18679";"User_1387";"1";1056764;1
"18680";"User_1387";"2";1056865;1
"18681";"User_1387";"3";1056793;NA
"18691";"User_1388";"1";1057759;1
"18692";"User_1388";"2";1057671;1
"18693";"User_1388";"3";1057824;1533
"18699";"User_1388";"4";1059159;1
"18700";"User_1388";"5";1059094;NA
"18713";"User_1389";"1";1056909;2
"18714";"User_1389";"2";1056928;4
"18715";"User_1389";"3";1056945;58
"18716";"User_1389";"4";1056955;NA
"1061";"User_139";"1";1059094;4
"1070";"User_139";"10";1056980;143
"1072";"User_139";"11";1057023;401
"1075";"User_139";"12";1057074;264
"1076";"User_139";"13";1057141;NA
"1110";"User_139";"14";1057179;1
"1111";"User_139";"15";1057199;9
"1112";"User_139";"16";1057253;3
"1113";"User_139";"17";1057300;3
"1114";"User_139";"18";1057363;14
"1115";"User_139";"19";1057409;1
"1062";"User_139";"2";1059159;110
"1116";"User_139";"20";1057443;1
"1117";"User_139";"21";1057502;7
"1118";"User_139";"22";1057569;5
"1119";"User_139";"23";1057615;11
"1120";"User_139";"24";1057671;3
"1121";"User_139";"25";1057759;9
"1122";"User_139";"26";1057824;NA
"1063";"User_139";"3";1056764;17
"1064";"User_139";"4";1056793;27
"1065";"User_139";"5";1056865;57
"1066";"User_139";"6";1056909;20
"1067";"User_139";"7";1056928;7
"1068";"User_139";"8";1056945;1
"1069";"User_139";"9";1056955;468
"18748";"User_1390";"1";1057179;8
"18791";"User_1390";"10";1057179;1
"18792";"User_1390";"11";1057199;27
"18793";"User_1390";"12";1057253;2
"18794";"User_1390";"13";1057300;1
"18795";"User_1390";"14";1057363;NA
"24733";"User_1390";"15";1057253;15
"24734";"User_1390";"16";1057300;1
"24735";"User_1390";"17";1057363;NA
"24747";"User_1390";"18";1057409;334
"24748";"User_1390";"19";1057443;313
"18749";"User_1390";"2";1056980;323
"24750";"User_1390";"20";1057502;678
"24752";"User_1390";"21";1057569;2
"24753";"User_1390";"22";1057615;202
"24755";"User_1390";"23";1057409;3
"24756";"User_1390";"24";1057443;3
"24757";"User_1390";"25";1057502;10
"24758";"User_1390";"26";1057253;6
"24759";"User_1390";"27";1057300;3
"24760";"User_1390";"28";1057363;85
"24761";"User_1390";"29";1056909;2
"18753";"User_1390";"3";1057179;196
"24762";"User_1390";"30";1056928;2
"24763";"User_1390";"31";1056945;1
"24764";"User_1390";"32";1056955;2
"24765";"User_1390";"33";1056980;2
"24766";"User_1390";"34";1057023;1
"24767";"User_1390";"35";1057141;1
"24768";"User_1390";"36";1057074;24
"24769";"User_1390";"37";1056764;3
"24770";"User_1390";"38";1056793;2
"24771";"User_1390";"39";1056865;4
"18758";"User_1390";"4";1057199;863
"24772";"User_1390";"40";1056909;1
"24773";"User_1390";"41";1056928;1
"24774";"User_1390";"42";1056945;92
"24775";"User_1390";"43";1057569;1
"24776";"User_1390";"44";1057615;136
"24777";"User_1390";"45";1057671;286
"24779";"User_1390";"46";1057759;1008
"24783";"User_1390";"47";1057824;608
"24784";"User_1390";"48";1057671;138
"24786";"User_1390";"49";1057759;91
"18786";"User_1390";"5";1057253;15
"24788";"User_1390";"50";1057569;1
"24789";"User_1390";"51";1057615;6
"24792";"User_1390";"52";1057671;36
"24794";"User_1390";"53";1059094;1
"24795";"User_1390";"54";1059159;NA
"18787";"User_1390";"6";1056980;3
"18788";"User_1390";"7";1057023;1
"18789";"User_1390";"8";1057074;1
"18790";"User_1390";"9";1057141;7
"18808";"User_1391";"1";1057671;10
"18809";"User_1391";"2";1057759;NA
"18811";"User_1392";"1";1057671;6
"18812";"User_1392";"2";1057759;6
"18813";"User_1392";"3";1057824;NA
"18815";"User_1393";"1";1057671;4
"18816";"User_1393";"2";1057759;NA
"18830";"User_1394";"1";1056764;NA
"18883";"User_1395";"1";1056764;3
"18884";"User_1395";"2";1056793;1
"18885";"User_1395";"3";1056865;NA
"18886";"User_1396";"1";1056909;39
"18888";"User_1396";"2";1056928;NA
"18907";"User_1397";"1";1057253;122
"18982";"User_1397";"10";1056980;1
"18983";"User_1397";"11";1057023;1
"18984";"User_1397";"12";1057074;1
"18985";"User_1397";"13";1057141;30
"18986";"User_1397";"14";1057253;2
"18987";"User_1397";"15";1057300;1
"18988";"User_1397";"16";1057363;NA
"18908";"User_1397";"2";1057300;NA
"18967";"User_1397";"3";1056764;2
"18968";"User_1397";"4";1056793;4
"18969";"User_1397";"5";1056865;29
"18970";"User_1397";"6";1056909;32
"18971";"User_1397";"7";1056928;9
"18972";"User_1397";"8";1056945;10
"18973";"User_1397";"9";1056955;2090
"18912";"User_1398";"1";1057253;22
"18921";"User_1398";"10";1057023;89
"18922";"User_1398";"11";1057074;70
"18923";"User_1398";"12";1057141;223
"18924";"User_1398";"13";1057179;3
"18925";"User_1398";"14";1057199;NA
"18913";"User_1398";"2";1056764;11
"18914";"User_1398";"3";1056793;37
"18915";"User_1398";"4";1056865;174
"18916";"User_1398";"5";1056909;43
"18917";"User_1398";"6";1056928;3
"18918";"User_1398";"7";1056945;1
"18919";"User_1398";"8";1056955;16
"18920";"User_1398";"9";1056980;75
"18926";"User_1399";"1";1056764;1
"18993";"User_1399";"10";1057074;8
"18994";"User_1399";"11";1056909;NA
"18927";"User_1399";"2";1056793;1
"18928";"User_1399";"3";1056865;103
"18929";"User_1399";"4";1056909;1
"18930";"User_1399";"5";1056928;1
"18931";"User_1399";"6";1056945;1
"18932";"User_1399";"7";1056955;NA
"18991";"User_1399";"8";1056980;34
"18992";"User_1399";"9";1057023;40
"63";"User_14";"1";1057671;4
"4061";"User_14";"10";1059159;37
"4062";"User_14";"11";1057409;46
"4063";"User_14";"12";1057409;114
"4064";"User_14";"13";1057443;23
"4065";"User_14";"14";1057502;NA
"4168";"User_14";"15";1057409;NA
"64";"User_14";"2";1057759;NA
"246";"User_14";"3";1057824;NA
"1649";"User_14";"4";1057671;3
"1650";"User_14";"5";1057759;37
"1651";"User_14";"6";1057824;33
"1652";"User_14";"7";1059094;5
"1653";"User_14";"8";1059159;NA
"4060";"User_14";"9";1059094;6
"1071";"User_140";"1";1056764;142
"1073";"User_140";"2";1056793;93
"1074";"User_140";"3";1056865;NA
"18933";"User_1400";"1";1056764;16
"18934";"User_1400";"2";1056793;9
"18935";"User_1400";"3";1056865;NA
"18936";"User_1401";"1";1056764;2
"18949";"User_1401";"10";1056865;14
"18950";"User_1401";"11";1056909;2
"18951";"User_1401";"12";1056928;1
"18952";"User_1401";"13";1056945;100
"18953";"User_1401";"14";1056955;12
"18954";"User_1401";"15";1056980;5
"18955";"User_1401";"16";1057023;5
"18956";"User_1401";"17";1057074;117
"18957";"User_1401";"18";1056764;7
"18958";"User_1401";"19";1056980;2
"18937";"User_1401";"2";1056793;1
"18959";"User_1401";"20";1057023;14
"18960";"User_1401";"21";1057074;5
"18961";"User_1401";"22";1057141;8
"18962";"User_1401";"23";1057179;4
"18963";"User_1401";"24";1057199;6
"18964";"User_1401";"25";1057253;9
"18965";"User_1401";"26";1057300;9
"18966";"User_1401";"27";1057363;NA
"18938";"User_1401";"3";1056865;89
"18939";"User_1401";"4";1056909;6
"18940";"User_1401";"5";1056928;2
"18941";"User_1401";"6";1056945;1
"18942";"User_1401";"7";1056955;1061
"18947";"User_1401";"8";1056764;23
"18948";"User_1401";"9";1056793;6
"18978";"User_1402";"1";1056980;24
"18979";"User_1402";"2";1057023;44
"18980";"User_1402";"3";1057074;5
"18981";"User_1402";"4";1057141;NA
"18989";"User_1403";"1";1056764;569
"18990";"User_1403";"2";1056793;794
"18995";"User_1403";"3";1056865;1387
"18999";"User_1403";"4";1056909;10
"19000";"User_1403";"5";1056928;4
"19001";"User_1403";"6";1056945;4
"19002";"User_1403";"7";1056955;18
"19003";"User_1403";"8";1056980;48
"19004";"User_1403";"9";1057023;NA
"18996";"User_1404";"1";1057179;1
"18997";"User_1404";"2";1057199;NA
"19012";"User_1405";"1";1056909;NA
"19016";"User_1406";"1";1057409;1
"19017";"User_1406";"2";1057502;1
"19018";"User_1406";"3";1057443;NA
"19044";"User_1407";"1";1056909;12
"19045";"User_1407";"2";1057179;6
"19046";"User_1407";"3";1057199;NA
"19064";"User_1408";"1";1056764;20
"19065";"User_1408";"2";1056793;NA
"19076";"User_1409";"1";1056764;1
"20150";"User_1409";"10";1056764;650
"20155";"User_1409";"11";1056793;1
"20156";"User_1409";"12";1056865;19
"20157";"User_1409";"13";1057409;12
"20158";"User_1409";"14";1057443;1
"20159";"User_1409";"15";1057502;8
"20160";"User_1409";"16";1057253;NA
"19077";"User_1409";"2";1056793;1
"19078";"User_1409";"3";1056865;NA
"20141";"User_1409";"4";1057179;34
"20142";"User_1409";"5";1057199;23
"20143";"User_1409";"6";1056980;2
"20144";"User_1409";"7";1057023;2
"20145";"User_1409";"8";1057074;7
"20146";"User_1409";"9";1057141;64
"1077";"User_141";"1";1056764;67
"1097";"User_141";"10";1056793;NA
"1078";"User_141";"2";1056793;110
"1079";"User_141";"3";1056865;617
"1091";"User_141";"4";1056909;8
"1092";"User_141";"5";1056928;6
"1093";"User_141";"6";1056945;56
"1094";"User_141";"7";1056955;36
"1095";"User_141";"8";1056865;2
"1096";"User_141";"9";1056764;0
"19112";"User_1410";"1";1056764;1795
"19148";"User_1410";"10";1056928;483
"19149";"User_1410";"11";1056980;7
"19150";"User_1410";"12";1057141;1
"19151";"User_1410";"13";1057074;1
"19152";"User_1410";"14";1057023;NA
"19187";"User_1410";"15";1056980;1
"19188";"User_1410";"16";1057023;2
"19189";"User_1410";"17";1057074;16
"19190";"User_1410";"18";1057141;3151
"19216";"User_1410";"19";1057179;1
"19121";"User_1410";"2";1056764;247
"19217";"User_1410";"20";1057199;NA
"19256";"User_1410";"21";1057179;90
"19259";"User_1410";"22";1057199;12
"19260";"User_1410";"23";1057671;1
"19261";"User_1410";"24";1057759;1
"19262";"User_1410";"25";1057824;NA
"19296";"User_1410";"26";1057253;NA
"19652";"User_1410";"27";1057253;495
"19665";"User_1410";"28";1057300;51
"19666";"User_1410";"29";1057671;10
"19122";"User_1410";"3";1056793;82
"19667";"User_1410";"30";1057569;3
"19668";"User_1410";"31";1057615;9
"19669";"User_1410";"32";1057409;NA
"19940";"User_1410";"33";1057671;130
"19942";"User_1410";"34";1057759;NA
"24847";"User_1410";"35";1056909;5
"24848";"User_1410";"36";1056928;1
"24849";"User_1410";"37";1056945;1
"24850";"User_1410";"38";1056955;27
"24851";"User_1410";"39";1056980;77
"19123";"User_1410";"4";1056865;527
"24852";"User_1410";"40";1057023;69
"24856";"User_1410";"41";1056955;1
"24857";"User_1410";"42";1056928;0
"24858";"User_1410";"43";1056945;1
"24859";"User_1410";"44";1056909;NA
"25018";"User_1410";"45";1057671;2
"25019";"User_1410";"46";1057759;14
"25020";"User_1410";"47";1057824;NA
"25034";"User_1410";"48";1057253;1
"25035";"User_1410";"49";1057300;1
"19124";"User_1410";"5";1056909;NA
"25036";"User_1410";"50";1057363;838
"25043";"User_1410";"51";1057671;1
"25044";"User_1410";"52";1057759;1
"25045";"User_1410";"53";1057824;NA
"25063";"User_1410";"54";1059094;1
"25064";"User_1410";"55";1059159;2064
"25083";"User_1410";"56";1057824;1
"25084";"User_1410";"57";1057759;1
"25085";"User_1410";"58";1057671;3
"25086";"User_1410";"59";1057443;2
"19144";"User_1410";"6";1056909;1410
"25087";"User_1410";"60";1057409;0
"25088";"User_1410";"61";1057502;NA
"19145";"User_1410";"7";1056909;10
"19146";"User_1410";"8";1056955;1
"19147";"User_1410";"9";1056945;1
"19113";"User_1411";"1";1056764;6
"19114";"User_1411";"2";1056793;10
"19115";"User_1411";"3";1056865;NA
"19134";"User_1412";"1";1056980;2
"19135";"User_1412";"2";1057023;NA
"19141";"User_1413";"1";1056764;30
"19142";"User_1413";"2";1056793;44
"19143";"User_1413";"3";1056865;NA
"19171";"User_1414";"1";1057569;NA
"19774";"User_1414";"2";1059094;3
"19775";"User_1414";"3";1059159;NA
"19194";"User_1415";"1";1056764;NA
"19251";"User_1415";"2";1056793;NA
"19209";"User_1416";"1";1056764;10
"19210";"User_1416";"2";1056793;1
"19211";"User_1416";"3";1056865;NA
"19212";"User_1417";"1";1056909;6
"19244";"User_1417";"10";1057023;324
"19245";"User_1417";"11";1057074;36
"19246";"User_1417";"12";1057141;739
"19250";"User_1417";"13";1057179;144
"19252";"User_1417";"14";1057199;87
"19253";"User_1417";"15";1057253;274
"19255";"User_1417";"16";1057300;726
"19258";"User_1417";"17";1057363;542
"19263";"User_1417";"18";1057409;299
"19264";"User_1417";"19";1057443;276
"19213";"User_1417";"2";1056928;2
"19265";"User_1417";"20";1057502;374
"19266";"User_1417";"21";1057569;65
"19267";"User_1417";"22";1057502;1
"19268";"User_1417";"23";1057443;846
"19269";"User_1417";"24";1057569;47
"19270";"User_1417";"25";1057615;319
"19274";"User_1417";"26";1057502;1
"19275";"User_1417";"27";1057443;1
"19276";"User_1417";"28";1057409;NA
"19377";"User_1417";"29";1057253;1
"19214";"User_1417";"3";1056945;1
"19378";"User_1417";"30";1057300;2
"19379";"User_1417";"31";1057363;13
"19380";"User_1417";"32";1057409;1
"19381";"User_1417";"33";1057443;1
"19382";"User_1417";"34";1057502;41
"19384";"User_1417";"35";1057569;2
"19385";"User_1417";"36";1057615;368
"19387";"User_1417";"37";1057671;239
"19388";"User_1417";"38";1057759;474
"19390";"User_1417";"39";1057824;371
"19215";"User_1417";"4";1056955;2024
"19394";"User_1417";"40";1059094;81
"19398";"User_1417";"41";1059159;NA
"19225";"User_1417";"5";1056909;2
"19226";"User_1417";"6";1056928;1
"19227";"User_1417";"7";1056945;1
"19228";"User_1417";"8";1056955;52
"19229";"User_1417";"9";1056980;125
